URL,Title,H1 - 1,H1 - 2,H2 - 1,H2 - 10,H2 - 11,H2 - 12,H2 - 13,H2 - 14,H2 - 15,H2 - 16,H2 - 17,H2 - 18,H2 - 19,H2 - 2,H2 - 20,H2 - 21,H2 - 22,H2 - 23,H2 - 24,H2 - 25,H2 - 26,H2 - 27,H2 - 28,H2 - 29,H2 - 3,H2 - 30,H2 - 31,H2 - 32,H2 - 33,H2 - 34,H2 - 35,H2 - 36,H2 - 37,H2 - 4,H2 - 5,H2 - 6,H2 - 7,H2 - 8,H2 - 9,META Description
https://elevenaustralia.au/collections/styling?page=2,"
          Styling
 – Page 2 – ELEVEN Australia",,,"


Item added to your cart",,,,,,,,,,,Styling,,,,,,,,,,,You may also like…See All ,,,,,,,,,"Your Cart 
          





",,,,,,"That's right! Our styling products are formulated with high-quality ingredients to help you achieve your desired hair goals without fuss. Whether you want to add volume, enhance your curls, reduce frizz or increase shine, we have a product that will work for you.  Play around and you'll be able to find the perfect prod"
https://elevenaustralia.au/collections/get-the-look-far-north-campaign?page=2,"
          Get the look: Far North Campaign
 – Page 2 – ELEVEN Australia",,,"


Item added to your cart",,,,,,,,,,,Get the look: Far North Campaign,,,,,,,,,,,You may also like…See All ,,,,,,,,,"Your Cart 
          





",,,,,,"Shop the range of MIRACLE LEAVE IN TREATMENT, SMOOTH & SHINE ANTI-FRIZZ SERUM, GIVE ME CLEAN HAIR DRY SHAMPOO, FRIZZ CONTROL SHAPING CREAM, SEA SALT TEXTURE SPRAY, MATTE TEXTURE STYLING PASTE and EXTRA HOLD STYLING CLAY."
https://elevenaustralia.au/collections/hair-shape-all,"
          404 Not Found
 – ELEVEN Australia","
    Page not found
  ",,"


Item added to your cart",,,,,,,,,,,"Your Cart 
          





",,,,,,,,,,,,,,,,,,,,,,,,,,
https://elevenaustralia.au/products/eleven-australia-flat-iron-wide-plate,"
          FLAT IRON WIDE PLATE
 – ELEVEN Australia",FLAT IRON WIDE PLATE,,"


Item added to your cart",,,,,,,,,,,Complete Your Routine,,,,,,,,,,,Customer Reviews,,,,,,,,,"Your Cart 
          





",,,,,,"The ELEVEN Australia Hair FLAT IRON WIDE PLATE (1.25'') with rounded edge plates is the perfect styling tool for creating sleek straight hair, effortless waves or polished curls that last. With MCH (Metal Ceramic Heaters) Heating Technology, you can create your style instantly with the wide titanium plates reaching up to 450° Fahrenheit (230° Celsius) in only 30 seconds. Floating plates allow both sides of the Flat Iron to clamp together and adjust to any angle making it easier for you to glide through your style while heat is distributed evenly. With five adjustable heat settings suited for any style or hair type, so you can achieve smoother, shinier and longer lasting results every time."
https://elevenaustralia.au/collections/hair/scalp-type-all,"
          Hair
 – tagged ""SCALP TYPE ALL"" – ELEVEN Australia",,,"


Item added to your cart",,,,,,,,,,,Hair,,,,,,,,,,,You may also like…See All ,,,,,,,,,"Your Cart 
          





",,,,,,"FIND YOUR FAVEFor healthier hair, you need products that are right for your hair type. Lucky for you, we have a product that suits every hair type and hair concern. Including the iconic MIRACLE LEAVE IN HAIR TREATMENT and MIRACLE HAIR MASK."
https://elevenaustralia.au/collections/hair/medium?page=2,"
          Hair
 – tagged ""MEDIUM"" – Page 2 – ELEVEN Australia",,,"


Item added to your cart",,,,,,,,,,,Hair,,,,,,,,,,,You may also like…See All ,,,,,,,,,"Your Cart 
          





",,,,,,"FIND YOUR FAVEFor healthier hair, you need products that are right for your hair type. Lucky for you, we have a product that suits every hair type and hair concern. Including the iconic MIRACLE LEAVE IN HAIR TREATMENT and MIRACLE HAIR MASK."
https://elevenaustralia.au/collections/hair/straight,"
          Hair
 – tagged ""STRAIGHT"" – ELEVEN Australia",,,"


Item added to your cart",,,,,,,,,,,Hair,,,,,,,,,,,You may also like…See All ,,,,,,,,,"Your Cart 
          





",,,,,,"FIND YOUR FAVEFor healthier hair, you need products that are right for your hair type. Lucky for you, we have a product that suits every hair type and hair concern. Including the iconic MIRACLE LEAVE IN HAIR TREATMENT and MIRACLE HAIR MASK."
https://elevenaustralia.au/collections/oily,"
          404 Not Found
 – ELEVEN Australia","
    Page not found
  ",,"


Item added to your cart",,,,,,,,,,,"Your Cart 
          





",,,,,,,,,,,,,,,,,,,,,,,,,,
https://elevenaustralia.au/collections/shampoo,"
          Shampoo
 – ELEVEN Australia",,,"


Item added to your cart",,,,,,,,,,,Shampoo,,,,,,,,,,,You may also like…See All ,,,,,,,,,"Your Cart 
          





",,,,,,"Great hair starts with a great SHAMPOO. Our range of shampoos are sulphate-free and designed to treat any hair concern. To combat frizz, go with SMOOTH ME NOW shampoo. To reduce brassy tones, KEEP MY COLOUR BLONDE shampoo. For dry hair, HYDRATE ME NOW shampoo and for volume and body GIVE ME BODY VOLUME shampoo."
https://elevenaustralia.au/collections/brassy-tones,"
          404 Not Found
 – ELEVEN Australia","
    Page not found
  ",,"


Item added to your cart",,,,,,,,,,,"Your Cart 
          





",,,,,,,,,,,,,,,,,,,,,,,,,,
https://elevenaustralia.au/collections/top-5,"
          Bestsellers
 – ELEVEN Australia",,,"


Item added to your cart",,,,,,,,,,,Bestsellers,,,,,,,,,,,You may also like…See All ,,,,,,,,,"Your Cart 
          





",,,,,,"These are bestsellers for a reason! Shop from the most popular hair care products around like MIRACLE LEAVE IN TREATMENT, CELEBRATION BOX advent calendar, HYDRATE MY HAIR, REPAIR MY HAIR, DRY FINISH TEXTURE SPRAY and GENTLE CLEAN BALANCING SHAMPOO. Your hair will love you for it."
https://elevenaustralia.au/products/medium-round-brush,"
          MEDIUM ROUND BRUSH
 – ELEVEN Australia",MEDIUM ROUNDBRUSH,,"


Item added to your cart",,,,,,,,,,,Complete Your Routine,,,,,,,,,,,Customer Reviews,,,,,,,,,"Your Cart 
          





",,,,,,"At ELEVEN Australia our Professional Round Brushes are about to make your heat styling a whole lot easier. Our magnesium barrel design not only cuts down on blowdry time but also stays cleaner for longer with anti-bacterial protection. Complete with anti-static coating, wild boar and nylon bristles, our Professional Round Brushes are styling made simple. Medium Round Brush is 33mm in diameter, the perfect brush for big voluminous waves and curls."
https://elevenaustralia.au/products/i-want-body-volume-powder-9g,"
          I WANT BODY VOLUME POWDER 9G
 – ELEVEN Australia",I WANT BODYVOLUME POWDER,,"


Item added to your cart",,,,,,,,,,,Ideal for,,,,,,,,,,,How do i use it,,,,,,,,,Stylist Tip,KEY BENEFITS  ,Ingredients,Complete Your Routine,Customer Reviews,"Your Cart 
          





","ELEVEN Australia I WANT BODY VOLUME POWDER is a lightweight, multi-purpose styling product. Lightweight and finely textured, apply to roots to build volume or mid-lengths to ends for a gritty textured look."
https://elevenaustralia.au/blogs/blog/must-have-buys-this-cyber-weekend,"
          11 Of Our Favourite Products To Stock Up On This Cyber Weekend!
 – ELEVEN Australia",,,"


Item added to your cart","
                3 MINUTE REPAIR RINSE OUT TREATMENT
              ","
                DRY FINISH WAX SPRAY
              ","
                MEDIUM ROUND BRUSH
              ","
                SMOOTH & SHINE ANTI-FRIZZ SERUM
              ",Don't miss out on 20% off the entire ELEVEN Australia Range!,More from ELEVEN Australia,"
          Olympic Gold Medallist and Ski Champion Jakara Anthony discusses her haircare Secrets and life on the slopes with ELEVEN Australia
        ","
          11 Of Our Favourite Products To Stock Up On This Cyber Weekend!
        ","
          ELEVEN Australia X Viscaya Wagner Holiday 2022
        ","Your Cart 
          





","
                11 OF OUR FAVOURITE PRODUCTS TO STOCK UP ON THIS CYBER WEEKEND!
              ",,,,,,,,,,,"
                LIMITED EDITION CELEBRATION BOX
              ",,,,,,,,,"
                MIRACLE HAIR TREATMENT
              ","
                KEEP MY COLOUR BLONDE SHAMPOO
              ","
                HYDRATE MY HAIR MOISTURE CONDITIONER
              ","
                REPAIR TRIO
              ","
                GENTLE CLEAN BALANCING SHAMPOO
              ","
                I WANT BODY TEXTURE SPRAY
              ","Calling all haircare lovers! ELEVEN Australia has 20% off sitewide for four days only! Not sure what you should be filling your cart with first? Here's a round-up of some of our all time must-haves including MIRACLE HAIR MASK, MIRACLE LEAVE IN TREATMENT, HYDRATE Shampoo & Conditioner and more!"
https://elevenaustralia.au/products/black-carbon-fibre-comb,"
          BLACK CARBON FIBRE COMB
 – ELEVEN Australia",Black CarbonFibre Comb,,"


Item added to your cart",,,,,,,,,,,Complete Your Routine,,,,,,,,,,,Customer Reviews,,,,,,,,,"Your Cart 
          





",,,,,,"The ELEVEN Australia Carbon Fibre Comb, the ultimate styling tool for achieving a smooth finish and preventing flyaways. Made from lightweight and durable carbon fibre, this comb is designed to be your go-to for detangling, breaking up waves and adding the final touches to any style. Featuring wide teeth, the carbon fi"
https://elevenaustralia.au/collections/hair-type-all,"
          404 Not Found
 – ELEVEN Australia","
    Page not found
  ",,"


Item added to your cart",,,,,,,,,,,"Your Cart 
          





",,,,,,,,,,,,,,,,,,,,,,,,,,
https://elevenaustralia.au/products/i-want-body-volume-conditioner-50ml,"
          I WANT BODY VOLUME CONDITIONER 50ML
 – ELEVEN Australia",I WANT BODYVOLUME CONDITIONER,,"


Item added to your cart",,,,,,,,,,,Ideal for,,,,,,,,,,,How do i use it,,,,,,,,,Stylist Tip,Hero Ingredients & Benefits ,Ingredients,Complete Your Routine,Customer Reviews,"Your Cart 
          





","ELEVEN Australia I WANT BODY VOLUME CONDITIONER is the ultimate volume builder. Stacked with proteins, the conditioner thickens hair, providing protection and thickness. For fine hair or to boost volume for all hair types."
https://elevenaustralia.au/products/dry-finish-wax-spray,"
          DRY FINISH WAX SPRAY 201ML
 – ELEVEN Australia",DRY FINISHWAX SPRAY,,"


Item added to your cart",,,,,,,,,,,Ideal for,,,,,,,,,,,How do i use it,,,,,,,,,Stylist Tip,Hero Ingredients & Benefits ,Ingredients,Complete Your Routine,Customer Reviews,"Your Cart 
          





","ELEVEN Australia Hair DRY FINISH WAX SPRAY is a lightweight, finishing spray that can be used to create lived-in definition and shape hair while offering a low sheen and flexible hold."
https://elevenaustralia.au/products/sea-salt-texture-spray-50ml,"
          SEA SALT TEXTURE SPRAY 50ML
 – ELEVEN Australia",Sea SaltTexture Spray,,"


Item added to your cart",,,,,,,,,,,Ideal for,,,,,,,,,,,How do i use it,,,,,,,,,Stylist Tip,Hero Ingredients & Benefits ,Ingredients,Complete Your Routine,Customer Reviews,"Your Cart 
          





",ELEVEN Australia Sea Salt Texture Spray is an effortless styling product. The combination of protein and Sea Salt gives hair volume and gritty texture without the crunch. This creates perfect ‘beach hair’ while keeping a natural bounce and structure.
https://elevenaustralia.au/pages/contact-us,"
          Contact us
 – ELEVEN Australia",,,"


Item added to your cart",,,,,,,,,,,WANT TO KNOW MORE ABOUT ELEVEN AUSTRALIA?,,,,,,,,,,,,,,,,,,,,"Your Cart 
          





",,,,,,
https://elevenaustralia.au/pages/keep-my-colour-blonde-conditioner-highlights,"
          Keep My Colour Blonde Conditioner Highlights
 – ELEVEN Australia",,,"


Item added to your cart","Your Cart 
          





",,,,,,,,,, Keep My Colour Blonde Conditioner,,,,,,,,,,,"
",,,,,,,,,KEEP MY COLOURBLONDE CONDITIONER,"
                WHAT IT DOES
              ", KEY INGREDIENTS,"
                HOW TO USE IT
              ",They talk about it,"
",ELEVEN Australia Hair and Body Care = Keep My Colour Blonde Conditioner Highlights.
https://elevenaustralia.au/products/medium-hold-styling-cream-85g,"
          MEDIUM HOLD STYLING CREAM 85G
 – ELEVEN Australia",Medium HoldStyling Cream,,"


Item added to your cart",,,,,,,,,,,Ideal for,,,,,,,,,,,How do i use it,,,,,,,,,Stylist Tip,KEY BENEFITS  ,Ingredients,Complete Your Routine,Customer Reviews,"Your Cart 
          





","ELEVEN Australia Create shape with a natural shine with MEDIUM HOLD STYLING CREAM. This pliable styling cream is packed with Carnauba Wax to nourish the hair while providing a medium hold. Perfect for short, medium or long hair."
https://elevenaustralia.au/products/wash-me-all-over-50ml,"
          WASH ME ALL OVER HAND & BODY WASH 50ML
 – ELEVEN Australia",WASH ME ALL OVERHAND & BODY WASH,,"


Item added to your cart",,,,,,,,,,,Ideal for,,,,,,,,,,,How do i use it,,,,,,,,,Stylist Tip,Hero Ingredients & Benefits ,Ingredients,Complete Your Routine,Customer Reviews,"Your Cart 
          





","ELEVEN Australia WASH ME ALL OVER HAND AND BODY WASH is Ph balanced, SLS free formula packed with natural oils. While the Papaya Extract and Almond Oil Exfoliates; Orange, Lavender and Coconut Oils hydrate and repair the skin. Jojoba Oil then protects against environmental damage."
https://elevenaustralia.au/collections/hair/hair-goal-all,"
          Hair
 – tagged ""HAIR GOAL ALL"" – ELEVEN Australia",,,"


Item added to your cart",,,,,,,,,,,Hair,,,,,,,,,,,You may also like…See All ,,,,,,,,,"Your Cart 
          





",,,,,,"FIND YOUR FAVEFor healthier hair, you need products that are right for your hair type. Lucky for you, we have a product that suits every hair type and hair concern. Including the iconic MIRACLE LEAVE IN HAIR TREATMENT and MIRACLE HAIR MASK."
https://elevenaustralia.au/products/wooden-wide-tooth-comb,"
          WOODEN WIDE TOOTH COMB IN BOX
 – ELEVEN Australia",Wooden WideTooth Comb,,"


Item added to your cart",,,,,,,,,,,Complete Your Routine,,,,,,,,,,,Customer Reviews,,,,,,,,,"Your Cart 
          





",,,,,,"Our ELEVEN Australia Wooden Wide Tooth Comb is about to make combing your hair a whole lot easier. Made with natural and sustainable beech wood, this wide-toothed, anti-static wooden comb gently detangles and glides through hair effortlessly. Wide Tooth Comb Wood: 150mm x 65mm x 5.5mm:Ideal for detangling, styling, or distributing product through wet hair. Beech Wood: A natural, sustainable material that can also be recycled after use. Anti-Static: The use of beech wood ensures you have a smooth finish every time you comb your hair thanks to its natural anti-static properties."
https://elevenaustralia.au/products/hydrate-my-hair-moisture-shampoo-300ml,"
          HYDRATE MY HAIR MOISTURE SHAMPOO 300ML
 – ELEVEN Australia",HYDRATE MY HAIRMOISTURE SHAMPOO,,"


Item added to your cart",,,,,,,,,,,Ideal for,,,,,,,,,,,How do i use it,,,,,,,,,Stylist Tip,Benefits  ,Ingredients,Complete Your Routine,Customer Reviews,"Your Cart 
          





","ELEVEN Australia HYDRATE MY HAIR MOISTURE SHAMPOO is a moisturising shampoo designed for extreme climates, from moisture stripping winds to extreme heats that can leave hair damaged and dry. Hydrolysed Soy Protein works to strengthen and deeply condition hair. Cucumber Extract and Hydrolysed Quinoa repair and protect damaged hair, leaving hair nourished and in greater condition. The ultimate hydrating shampoo for any climate."
https://elevenaustralia.au/products/eleven-australia-curling-iron,"
          CURLING IRON
 – ELEVEN Australia",CURLINGIRON,,"


Item added to your cart",,,,,,,,,,,Complete Your Routine,,,,,,,,,,,Customer Reviews,,,,,,,,,"Your Cart 
          





",,,,,,"Get ready for bouncy volume, big and beautiful curls or effortless waves with our easy to use curling iron. Our electroplating technology ensures even heat for smoother, shinier curls and waves that last all day and night. With its 32mm (1.25”) barrel and an extra tight clip, you can create perfect, glossy curls in one"
https://elevenaustralia.au/collections/hair/vegan?page=2,"
          Hair
 – tagged ""VEGAN"" – Page 2 – ELEVEN Australia",,,"


Item added to your cart",,,,,,,,,,,Hair,,,,,,,,,,,You may also like…See All ,,,,,,,,,"Your Cart 
          





",,,,,,"FIND YOUR FAVEFor healthier hair, you need products that are right for your hair type. Lucky for you, we have a product that suits every hair type and hair concern. Including the iconic MIRACLE LEAVE IN HAIR TREATMENT and MIRACLE HAIR MASK."
https://elevenaustralia.au/collections/hair,"
          Hair
 – ELEVEN Australia",,,"


Item added to your cart",,,,,,,,,,,Hair,,,,,,,,,,,You may also like…See All ,,,,,,,,,"Your Cart 
          





",,,,,,"FIND YOUR FAVEFor healthier hair, you need products that are right for your hair type. Lucky for you, we have a product that suits every hair type and hair concern. Including the iconic MIRACLE LEAVE IN HAIR TREATMENT and MIRACLE HAIR MASK."
https://elevenaustralia.au/collections/keep-my-colour-blonde-range,"
          KEEP MY COLOUR BLONDE RANGE
 – ELEVEN Australia",,,"


Item added to your cart",,,,,,,,,,,KEEP MY COLOUR BLONDE RANGE,,,,,,,,,,,You may also like…See All ,,,,,,,,,"Your Cart 
          





",,,,,,"Our KEEP MY COLOUR BLONDE range has everything you need to condition, protect and enhance any kind of blonde."
https://elevenaustralia.au/products/i-want-body-volume-shampoo-300ml,"
          I WANT BODY VOLUME SHAMPOO 300ML
 – ELEVEN Australia",I WANT BODYVOLUME SHAMPOO,,"


Item added to your cart",,,,,,,,,,,Ideal for,,,,,,,,,,,How do i use it,,,,,,,,,Stylist Tip,Hero Ingredients & Benefits ,Ingredients,Complete Your Routine,Customer Reviews,"Your Cart 
          





","ELEVEN Australia I WANT BODY VOLUME SHAMPOO is packed with natural extracts that build body, add shine and bounce to the hair. The hair follicles are strengthened from within, providing thicker, fuller and voluminous hair. Perfect for fine hair or anyone wanting a volume boost."
https://elevenaustralia.au/collections/hair/body-volume,"
          Hair
 – tagged ""BODY & VOLUME"" – ELEVEN Australia",,,"


Item added to your cart",,,,,,,,,,,Hair,,,,,,,,,,,You may also like…See All ,,,,,,,,,"Your Cart 
          





",,,,,,"FIND YOUR FAVEFor healthier hair, you need products that are right for your hair type. Lucky for you, we have a product that suits every hair type and hair concern. Including the iconic MIRACLE LEAVE IN HAIR TREATMENT and MIRACLE HAIR MASK."
https://elevenaustralia.au/products/keep-my-colour-blonde-shampoo-50ml,"
          KEEP MY COLOUR BLONDE SHAMPOO 50ML
 – ELEVEN Australia",KEEP MY COLOURBLONDE SHAMPOO,,"


Item added to your cart",,,,,,,,,,,Ideal for,,,,,,,,,,,How do i use it,,,,,,,,,Stylist Tip,Hero Ingredients & Benefits ,Ingredients,Complete Your Routine,Customer Reviews,"Your Cart 
          





","ELEVEN Australia KEEP MY COLOUR BLONDE SHAMPOO mini is a specifically formulated shampoo perfect for any blonde - natural or not! To fight brassiness, the shampoo uses a blue base with ext. Violet 2. While boosting blonde tones, soy proteins and natural extracts strengthen hair and add volume. This nutrient-rich shampoo is essential for anyone after the cool tones of the iconic Aussie blonde."
https://elevenaustralia.au/collections/hair/sensitive,"
          Hair
 – tagged ""SENSITIVE"" – ELEVEN Australia",,,"


Item added to your cart",,,,,,,,,,,Hair,,,,,,,,,,,You may also like…See All ,,,,,,,,,"Your Cart 
          





",,,,,,"FIND YOUR FAVEFor healthier hair, you need products that are right for your hair type. Lucky for you, we have a product that suits every hair type and hair concern. Including the iconic MIRACLE LEAVE IN HAIR TREATMENT and MIRACLE HAIR MASK."
https://elevenaustralia.au/collections/hair-concern-all,"
          404 Not Found
 – ELEVEN Australia","
    Page not found
  ",,"


Item added to your cart",,,,,,,,,,,"Your Cart 
          





",,,,,,,,,,,,,,,,,,,,,,,,,,
https://elevenaustralia.au/collections/lacks-body,"
          404 Not Found
 – ELEVEN Australia","
    Page not found
  ",,"


Item added to your cart",,,,,,,,,,,"Your Cart 
          





",,,,,,,,,,,,,,,,,,,,,,,,,,
https://elevenaustralia.au/collections/normal,"
          404 Not Found
 – ELEVEN Australia","
    Page not found
  ",,"


Item added to your cart",,,,,,,,,,,"Your Cart 
          





",,,,,,,,,,,,,,,,,,,,,,,,,,
https://elevenaustralia.au/products/large-round-brush,"
          LARGE ROUND BRUSH
 – ELEVEN Australia",LARGE ROUNDBRUSH,,"


Item added to your cart",,,,,,,,,,,Complete Your Routine,,,,,,,,,,,Customer Reviews,,,,,,,,,"Your Cart 
          





",,,,,,"The ELEVEN Australia Professional Round Brushes are about to make your heat styling a whole lot easier. Our magnesium barrel design not only cuts down on blowdry time but also stays cleaner for longer with anti-bacterial protection. Complete with anti-static coating, wild boar and nylon bristles, our Professional Round Brushes are styling made simple. Large Round Brush is 43mm diameter, the brush for building body and smoothing."
https://elevenaustralia.au/collections/hair/lacks-body,"
          Hair
 – tagged ""LACKS BODY"" – ELEVEN Australia",,,"


Item added to your cart",,,,,,,,,,,Hair,,,,,,,,,,,You may also like…See All ,,,,,,,,,"Your Cart 
          





",,,,,,"FIND YOUR FAVEFor healthier hair, you need products that are right for your hair type. Lucky for you, we have a product that suits every hair type and hair concern. Including the iconic MIRACLE LEAVE IN HAIR TREATMENT and MIRACLE HAIR MASK."
https://elevenaustralia.au/collections/hair/hair-shape-all,"
          Hair
 – tagged ""HAIR SHAPE ALL"" – ELEVEN Australia",,,"


Item added to your cart",,,,,,,,,,,Hair,,,,,,,,,,,You may also like…See All ,,,,,,,,,"Your Cart 
          





",,,,,,"FIND YOUR FAVEFor healthier hair, you need products that are right for your hair type. Lucky for you, we have a product that suits every hair type and hair concern. Including the iconic MIRACLE LEAVE IN HAIR TREATMENT and MIRACLE HAIR MASK."
https://elevenaustralia.au/collections/hair/wavy,"
          Hair
 – tagged ""WAVY"" – ELEVEN Australia",,,"


Item added to your cart",,,,,,,,,,,Hair,,,,,,,,,,,You may also like…See All ,,,,,,,,,"Your Cart 
          





",,,,,,"FIND YOUR FAVEFor healthier hair, you need products that are right for your hair type. Lucky for you, we have a product that suits every hair type and hair concern. Including the iconic MIRACLE LEAVE IN HAIR TREATMENT and MIRACLE HAIR MASK."
https://elevenaustralia.au/collections/hair/coily,"
          Hair
 – tagged ""COILY"" – ELEVEN Australia",,,"


Item added to your cart",,,,,,,,,,,Hair,,,,,,,,,,,You may also like…See All ,,,,,,,,,"Your Cart 
          





",,,,,,"FIND YOUR FAVEFor healthier hair, you need products that are right for your hair type. Lucky for you, we have a product that suits every hair type and hair concern. Including the iconic MIRACLE LEAVE IN HAIR TREATMENT and MIRACLE HAIR MASK."
https://elevenaustralia.au/collections/hair/body-volume?page=2,"
          Hair
 – tagged ""BODY & VOLUME"" – Page 2 – ELEVEN Australia",,,"


Item added to your cart",,,,,,,,,,,Hair,,,,,,,,,,,You may also like…See All ,,,,,,,,,"Your Cart 
          





",,,,,,"FIND YOUR FAVEFor healthier hair, you need products that are right for your hair type. Lucky for you, we have a product that suits every hair type and hair concern. Including the iconic MIRACLE LEAVE IN HAIR TREATMENT and MIRACLE HAIR MASK."
https://elevenaustralia.au/collections/hair/dry,"
          Hair
 – tagged ""DRY"" – ELEVEN Australia",,,"


Item added to your cart",,,,,,,,,,,Hair,,,,,,,,,,,You may also like…See All ,,,,,,,,,"Your Cart 
          





",,,,,,"FIND YOUR FAVEFor healthier hair, you need products that are right for your hair type. Lucky for you, we have a product that suits every hair type and hair concern. Including the iconic MIRACLE LEAVE IN HAIR TREATMENT and MIRACLE HAIR MASK."
https://elevenaustralia.au/collections/smooth-sleek,"
          404 Not Found
 – ELEVEN Australia","
    Page not found
  ",,"


Item added to your cart",,,,,,,,,,,"Your Cart 
          





",,,,,,,,,,,,,,,,,,,,,,,,,,
https://elevenaustralia.au/collections/conditioners,"
          Conditioner
 – ELEVEN Australia",,,"


Item added to your cart",,,,,,,,,,,Conditioner,,,,,,,,,,,You may also like…See All ,,,,,,,,,"Your Cart 
          





",,,,,,"Healthy hair starts in the shower. Lock in your desired result with one of our high-performing and nourishing conditioners. Choose from HYDRATE MY HAIR MOISTURE CONDITIONER, I WANT BODY VOLUME, REPAIR MY HAIR NOURISHING CONDITIONER, SMOOTH ME NOW ANTI-FRIZZ and KEEP MY COLOUR BLONDE."
https://elevenaustralia.au/products/make-me-shine-spray-gloss-200ml,"
          MAKE ME SHINE SPRAY GLOSS 200ML
 – ELEVEN Australia",MAKE ME SHINESPRAY GLOSS,,"


Item added to your cart",,,,,,,,,,,Ideal for,,,,,,,,,,,How do i use it,,,,,,,,,Stylist Tip,KEY BENEFITS  ,Ingredients,Complete Your Routine,Customer Reviews,"Your Cart 
          





","Finish your looks with ELEVEN Australia MAKE ME SHINE SPRAY GLOSS, a lightweight anti-humectant finishing spray to control flyaways and add shine. Simply spray after styling hair. You will be amazed at the difference a little shine can make!"
https://elevenaustralia.au/collections/hair/fine?page=2,"
          Hair
 – tagged ""FINE"" – Page 2 – ELEVEN Australia",,,"


Item added to your cart",,,,,,,,,,,Hair,,,,,,,,,,,You may also like…See All ,,,,,,,,,"Your Cart 
          





",,,,,,"FIND YOUR FAVEFor healthier hair, you need products that are right for your hair type. Lucky for you, we have a product that suits every hair type and hair concern. Including the iconic MIRACLE LEAVE IN HAIR TREATMENT and MIRACLE HAIR MASK."
https://elevenaustralia.au/products/i-want-body-texture-spray-175ml,"
          I WANT BODY TEXTURE SPRAY 200ML
 – ELEVEN Australia",I WANT BODYTEXTURE SPRAY,,"


Item added to your cart",,,,,,,,,,,Ideal for,,,,,,,,,,,How do i use it,,,,,,,,,Stylist Tip,KEY BENEFITS  ,Ingredients,Complete Your Routine,Customer Reviews,"Your Cart 
          





","First of its kind, ELEVEN Australia I WANT BODY TEXTURE SPRAY combines powder and liquid to provide texture like nothing else. This unique mix can be used from roots to ends depending of the effect desired. This is the must-have styling product for fine to medium hair or anyone that loves texture!"
https://elevenaustralia.au/pages/span-build-span-your-own,"
          Build your own
 – ELEVEN Australia",,,"


Item added to your cart",,,,,,,,,,,Build your own,,,,,,,,,,,"0 item in your routine

Edit",,,,,,,,,"Your Cart 
          





",,,,,,
https://elevenaustralia.au/products/orange-carbon-fibre-comb,"
          ORANGE CARBON FIBRE COMB
 – ELEVEN Australia",Orange CarbonFibre Comb,,"


Item added to your cart",,,,,,,,,,,Complete Your Routine,,,,,,,,,,,Customer Reviews,,,,,,,,,"Your Cart 
          





",,,,,,"The ELEVEN Australia Carbon Fibre Comb is the perfect styling tool to ensure a smooth finish and prevent flyaways. Made from carbon fibre, the ELEVEN Hair Carbon Fibre Comb is lightweight and durable for easy handling and use. Carbon fibre is naturally anti-static, heat and chemical resistant to assist with all styling needs. ELEVEN Australia Hair Carbon Fibre Comb is a wide tooth comb for easy untangling and styling all hair types."
https://elevenaustralia.au/collections/itchy,"
          404 Not Found
 – ELEVEN Australia","
    Page not found
  ",,"


Item added to your cart",,,,,,,,,,,"Your Cart 
          





",,,,,,,,,,,,,,,,,,,,,,,,,,
https://elevenaustralia.au/collections/hair/damage,"
          Hair
 – tagged ""DAMAGE"" – ELEVEN Australia",,,"


Item added to your cart",,,,,,,,,,,Hair,,,,,,,,,,,You may also like…See All ,,,,,,,,,"Your Cart 
          





",,,,,,"FIND YOUR FAVEFor healthier hair, you need products that are right for your hair type. Lucky for you, we have a product that suits every hair type and hair concern. Including the iconic MIRACLE LEAVE IN HAIR TREATMENT and MIRACLE HAIR MASK."
https://elevenaustralia.au/collections/coarse,"
          404 Not Found
 – ELEVEN Australia","
    Page not found
  ",,"


Item added to your cart",,,,,,,,,,,"Your Cart 
          





",,,,,,,,,,,,,,,,,,,,,,,,,,
https://elevenaustralia.au/products/3-minute-repair-treatment-50ml,"
          3 MINUTE REPAIR RINSE OUT HAIR TREATMENT 50ML
 – ELEVEN Australia",3 MINUTE REPAIRRINSE OUT TREATMENT,,"


Item added to your cart",,,,,,,,,,,Ideal for,,,,,,,,,,,How do i use it,,,,,,,,,Stylist Tip,Hero Ingredients & Benefits ,Ingredients,Complete Your Routine,Customer Reviews,"Your Cart 
          





","Soft, nourished hair is only 3 minutes away. The formula contains multiple hair conditioning agents and proteins to treat and repair dry, damaged hair. For hair on the brink of breakdown, treat your hair with ELEVEN Australia 3 MINUTE REPAIR RINSE OUT HAIR TREATMENT."
https://elevenaustralia.au/collections/dull,"
          404 Not Found
 – ELEVEN Australia","
    Page not found
  ",,"


Item added to your cart",,,,,,,,,,,"Your Cart 
          





",,,,,,,,,,,,,,,,,,,,,,,,,,
